rule_a,group_a,rule_b,group_b,family_a,family_b,relation,shared_fields,same_decision_family,independent_support_from_source_membership,reason
NW-002,E,P3-GPU-COPY,C,app_os,native_app_gpu_family,no_declared_input_overlap,,False,False,field overlap does not prove either equivalent predicates or statistical independence
NW-002,E,P3-MEM-AVAILABLE,H,app_os,P3-MEM-AVAILABLE,no_declared_input_overlap,,False,False,field overlap does not prove either equivalent predicates or statistical independence
NW-002,E,P3-PROVIDER-PARSE,C,app_os,P3-PROVIDER-PARSE,no_declared_input_overlap,,False,False,field overlap does not prove either equivalent predicates or statistical independence
NW-002,E,P3-SCREEN-APP,E,app_os,screen_geometry,no_declared_input_overlap,,False,False,field overlap does not prove either equivalent predicates or statistical independence
NW-002,E,P3-SCREEN-BROWSER,E,app_os,screen_geometry,no_declared_input_overlap,,False,False,field overlap does not prove either equivalent predicates or statistical independence
NW-002,E,P3-SENSOR-ACCELEROMETER,H,app_os,sensor_structure,no_declared_input_overlap,,False,False,field overlap does not prove either equivalent predicates or statistical independence
NW-002,E,P3-SENSOR-GRAVITY_SENSOR,H,app_os,sensor_structure,no_declared_input_overlap,,False,False,field overlap does not prove either equivalent predicates or statistical independence
NW-002,E,P3-SENSOR-GYROSCOPE,H,app_os,sensor_structure,no_declared_input_overlap,,False,False,field overlap does not prove either equivalent predicates or statistical independence
NW-002,E,P3-SENSOR-LIGHT_SENSOR,H,app_os,sensor_structure,no_declared_input_overlap,,False,False,field overlap does not prove either equivalent predicates or statistical independence
NW-002,E,P3-SENSOR-MAGNETIC_FIELD,H,app_os,sensor_structure,no_declared_input_overlap,,False,False,field overlap does not prove either equivalent predicates or statistical independence
NW-002,E,P3-SENSOR-NAME_COUNT,C,app_os,sensor_structure,no_declared_input_overlap,,False,False,field overlap does not prove either equivalent predicates or statistical independence
NW-002,E,P3-SENSOR-PRESSURE_SENSOR,H,app_os,sensor_structure,no_declared_input_overlap,,False,False,field overlap does not prove either equivalent predicates or statistical independence
NW-002,E,P3-SENSOR-PROXIMITY_SENSOR,H,app_os,sensor_structure,no_declared_input_overlap,,False,False,field overlap does not prove either equivalent predicates or statistical independence
NW-002,E,P3-SENSOR-ROTATION_VECTOR,H,app_os,sensor_structure,no_declared_input_overlap,,False,False,field overlap does not prove either equivalent predicates or statistical independence
NW-002,E,P3-SENSOR-STEP_COUNTER,H,app_os,sensor_structure,no_declared_input_overlap,,False,False,field overlap does not prove either equivalent predicates or statistical independence
NW-002,E,P3-SENSOR-STEP_DETECTOR,H,app_os,sensor_structure,no_declared_input_overlap,,False,False,field overlap does not prove either equivalent predicates or statistical independence
NW-002,E,P3-SENSOR-TYPE-COUNT,C,app_os,sensor_structure,no_declared_input_overlap,,False,False,field overlap does not prove either equivalent predicates or statistical independence
NW-002,E,P3-SENSOR-TYPE-ORDER,C,app_os,sensor_structure,no_declared_input_overlap,,False,False,field overlap does not prove either equivalent predicates or statistical independence
NW-002,E,P3-SENSOR-VENDOR_COUNT,C,app_os,sensor_structure,no_declared_input_overlap,,False,False,field overlap does not prove either equivalent predicates or statistical independence
NW-002,E,P3-UA-DEFAULT,E,app_os,host_ua,shared_input_distinct_claim,app.web_data.navigator_layer.user_agent,False,False,field overlap does not prove either equivalent predicates or statistical independence
NW-002,E,P3-UA-REDUCED-BROWSER,H,app_os,P3-UA-REDUCED-BROWSER,shared_input_distinct_claim,app.android_native_data.build_fingerprint_layer.os_version,False,False,field overlap does not prove either equivalent predicates or statistical independence
NW-002,E,P3-UA-SETTINGS,E,app_os,host_ua,shared_input_distinct_claim,app.web_data.navigator_layer.user_agent,False,False,field overlap does not prove either equivalent predicates or statistical independence
NW-002,E,P3-X-CORES,E,app_os,P3-X-CORES,no_declared_input_overlap,,False,False,field overlap does not prove either equivalent predicates or statistical independence
NW-002,E,P3-X-DPR,E,app_os,screen_geometry,no_declared_input_overlap,,False,False,field overlap does not prove either equivalent predicates or statistical independence
NW-002,E,P3-X-LANGUAGE,E,app_os,P3-X-LANGUAGE,no_declared_input_overlap,,False,False,field overlap does not prove either equivalent predicates or statistical independence
NW-002,E,P3-X-SCREEN-SIZE,E,app_os,screen_geometry,no_declared_input_overlap,,False,False,field overlap does not prove either equivalent predicates or statistical independence
NW-002,E,P3-X-TIMEZONE-OFFSET,E,app_os,P3-X-TIMEZONE-OFFSET,no_declared_input_overlap,,False,False,field overlap does not prove either equivalent predicates or statistical independence
NW-002,E,P3-X-TOUCH,E,app_os,P3-X-TOUCH,no_declared_input_overlap,,False,False,field overlap does not prove either equivalent predicates or statistical independence
NW-002,E,PHYS-005,E,app_os,PHYS-005,no_declared_input_overlap,,False,False,field overlap does not prove either equivalent predicates or statistical independence
NW-002,E,PHYS-006,E,app_os,PHYS-006,no_declared_input_overlap,,False,False,field overlap does not prove either equivalent predicates or statistical independence
NW-002,E,SCENE-001,E,app_os,SCENE-001,no_declared_input_overlap,,False,False,field overlap does not prove either equivalent predicates or statistical independence
NW-002,E,TOL-001,C,app_os,debug_cleartext,no_declared_input_overlap,,False,False,field overlap does not prove either equivalent predicates or statistical independence
NW-002,E,WVWEB-002,C,app_os,app_surface,shared_input_distinct_claim,app.web_data.navigator_layer.user_agent,False,False,field overlap does not prove either equivalent predicates or statistical independence
NW-002,E,WVWEB-004,E,app_os,app_surface,shared_input_distinct_claim,app.web_data.navigator_layer.user_agent,False,False,field overlap does not prove either equivalent predicates or statistical independence
NW-005,E,NW-006,E,native_app_gpu_family,app_surface,no_declared_input_overlap,,False,False,field overlap does not prove either equivalent predicates or statistical independence
NW-005,E,NW-007,E,native_app_gpu_family,mobile_touch,no_declared_input_overlap,,False,False,field overlap does not prove either equivalent predicates or statistical independence
NW-005,E,OFFDER-BRIDGE-001,O_u,native_app_gpu_family,featureapp_bridge,no_declared_input_overlap,,False,False,field overlap does not prove either equivalent predicates or statistical independence
NW-005,E,OFFDER-DEVCONFIG-001,O_u,native_app_gpu_family,debug_cleartext,no_declared_input_overlap,,False,False,field overlap does not prove either equivalent predicates or statistical independence
NW-005,E,OFFDER-GPU-001,O_u,native_app_gpu_family,native_app_gpu_family,related_not_equivalent,app.android_native_data.graphics_layer.native_gpu_renderer|app.web_data.graphics_layer.webgl_renderer,True,False,"desktop-backend marker predicate versus named hardware-family comparison; related GPU evidence, not equivalent"
NW-005,E,OFFDER-NET-001,O_u,native_app_gpu_family,network_context,no_declared_input_overlap,,False,False,field overlap does not prove either equivalent predicates or statistical independence
NW-005,E,OFFDER-OS-001,O_u,native_app_gpu_family,app_os,no_declared_input_overlap,,False,False,field overlap does not prove either equivalent predicates or statistical independence
NW-005,E,OFFDER-OS-002,O_u,native_app_gpu_family,host_os,no_declared_input_overlap,,False,False,field overlap does not prove either equivalent predicates or statistical independence
NW-005,E,OFFDER-PACKAGE-001,C,native_app_gpu_family,deployment_identity,no_declared_input_overlap,,False,False,field overlap does not prove either equivalent predicates or statistical independence
NW-005,E,OFFDER-TOUCH-001,O_u,native_app_gpu_family,mobile_touch,no_declared_input_overlap,,False,False,field overlap does not prove either equivalent predicates or statistical independence
NW-005,E,OFFDER-UA-001,O_u,native_app_gpu_family,app_surface,no_declared_input_overlap,,False,False,field overlap does not prove either equivalent predicates or statistical independence
NW-005,E,OFFDER-UA-002,O_u,native_app_gpu_family,host_ua,no_declared_input_overlap,,False,False,field overlap does not prove either equivalent predicates or statistical independence
NW-005,E,P3-COLOR-APP,H,native_app_gpu_family,P3-COLOR-APP,no_declared_input_overlap,,False,False,field overlap does not prove either equivalent predicates or statistical independence
NW-005,E,P3-COLOR-BROWSER,H,native_app_gpu_family,P3-COLOR-BROWSER,no_declared_input_overlap,,False,False,field overlap does not prove either equivalent predicates or statistical independence
NW-005,E,P3-GPU-COPY,C,native_app_gpu_family,native_app_gpu_family,related_not_equivalent,app.android_native_data.graphics_layer.native_gpu_renderer,True,False,shared family does not assert predicate equivalence
NW-005,E,P3-MEM-AVAILABLE,H,native_app_gpu_family,P3-MEM-AVAILABLE,no_declared_input_overlap,,False,False,field overlap does not prove either equivalent predicates or statistical independence
NW-005,E,P3-PROVIDER-PARSE,C,native_app_gpu_family,P3-PROVIDER-PARSE,no_declared_input_overlap,,False,False,field overlap does not prove either equivalent predicates or statistical independence
NW-005,E,P3-SCREEN-APP,E,native_app_gpu_family,screen_geometry,no_declared_input_overlap,,False,False,field overlap does not prove either equivalent predicates or statistical independence
NW-005,E,P3-SCREEN-BROWSER,E,native_app_gpu_family,screen_geometry,no_declared_input_overlap,,False,False,field overlap does not prove either equivalent predicates or statistical independence
NW-005,E,P3-SENSOR-ACCELEROMETER,H,native_app_gpu_family,sensor_structure,no_declared_input_overlap,,False,False,field overlap does not prove either equivalent predicates or statistical independence
NW-005,E,P3-SENSOR-GRAVITY_SENSOR,H,native_app_gpu_family,sensor_structure,no_declared_input_overlap,,False,False,field overlap does not prove either equivalent predicates or statistical independence
NW-005,E,P3-SENSOR-GYROSCOPE,H,native_app_gpu_family,sensor_structure,no_declared_input_overlap,,False,False,field overlap does not prove either equivalent predicates or statistical independence
NW-005,E,P3-SENSOR-LIGHT_SENSOR,H,native_app_gpu_family,sensor_structure,no_declared_input_overlap,,False,False,field overlap does not prove either equivalent predicates or statistical independence
NW-005,E,P3-SENSOR-MAGNETIC_FIELD,H,native_app_gpu_family,sensor_structure,no_declared_input_overlap,,False,False,field overlap does not prove either equivalent predicates or statistical independence
NW-005,E,P3-SENSOR-NAME_COUNT,C,native_app_gpu_family,sensor_structure,no_declared_input_overlap,,False,False,field overlap does not prove either equivalent predicates or statistical independence
NW-005,E,P3-SENSOR-PRESSURE_SENSOR,H,native_app_gpu_family,sensor_structure,no_declared_input_overlap,,False,False,field overlap does not prove either equivalent predicates or statistical independence
NW-005,E,P3-SENSOR-PROXIMITY_SENSOR,H,native_app_gpu_family,sensor_structure,no_declared_input_overlap,,False,False,field overlap does not prove either equivalent predicates or statistical independence
NW-005,E,P3-SENSOR-ROTATION_VECTOR,H,native_app_gpu_family,sensor_structure,no_declared_input_overlap,,False,False,field overlap does not prove either equivalent predicates or statistical independence
NW-005,E,P3-SENSOR-STEP_COUNTER,H,native_app_gpu_family,sensor_structure,no_declared_input_overlap,,False,False,field overlap does not prove either equivalent predicates or statistical independence
NW-005,E,P3-SENSOR-STEP_DETECTOR,H,native_app_gpu_family,sensor_structure,no_declared_input_overlap,,False,False,field overlap does not prove either equivalent predicates or statistical independence
NW-005,E,P3-SENSOR-TYPE-COUNT,C,native_app_gpu_family,sensor_structure,no_declared_input_overlap,,False,False,field overlap does not prove either equivalent predicates or statistical independence
NW-005,E,P3-SENSOR-TYPE-ORDER,C,native_app_gpu_family,sensor_structure,no_declared_input_overlap,,False,False,field overlap does not prove either equivalent predicates or statistical independence
NW-005,E,P3-SENSOR-VENDOR_COUNT,C,native_app_gpu_family,sensor_structure,no_declared_input_overlap,,False,False,field overlap does not prove either equivalent predicates or statistical independence
NW-005,E,P3-UA-DEFAULT,E,native_app_gpu_family,host_ua,no_declared_input_overlap,,False,False,field overlap does not prove either equivalent predicates or statistical independence
NW-005,E,P3-UA-REDUCED-BROWSER,H,native_app_gpu_family,P3-UA-REDUCED-BROWSER,no_declared_input_overlap,,False,False,field overlap does not prove either equivalent predicates or statistical independence
NW-005,E,P3-UA-SETTINGS,E,native_app_gpu_family,host_ua,no_declared_input_overlap,,False,False,field overlap does not prove either equivalent predicates or statistical independence
NW-005,E,P3-X-CORES,E,native_app_gpu_family,P3-X-CORES,no_declared_input_overlap,,False,False,field overlap does not prove either equivalent predicates or statistical independence
NW-005,E,P3-X-DPR,E,native_app_gpu_family,screen_geometry,no_declared_input_overlap,,False,False,field overlap does not prove either equivalent predicates or statistical independence
NW-005,E,P3-X-LANGUAGE,E,native_app_gpu_family,P3-X-LANGUAGE,no_declared_input_overlap,,False,False,field overlap does not prove either equivalent predicates or statistical independence
NW-005,E,P3-X-SCREEN-SIZE,E,native_app_gpu_family,screen_geometry,no_declared_input_overlap,,False,False,field overlap does not prove either equivalent predicates or statistical independence
NW-005,E,P3-X-TIMEZONE-OFFSET,E,native_app_gpu_family,P3-X-TIMEZONE-OFFSET,no_declared_input_overlap,,False,False,field overlap does not prove either equivalent predicates or statistical independence
NW-005,E,P3-X-TOUCH,E,native_app_gpu_family,P3-X-TOUCH,no_declared_input_overlap,,False,False,field overlap does not prove either equivalent predicates or statistical independence
NW-005,E,PHYS-005,E,native_app_gpu_family,PHYS-005,no_declared_input_overlap,,False,False,field overlap does not prove either equivalent predicates or statistical independence
NW-005,E,PHYS-006,E,native_app_gpu_family,PHYS-006,no_declared_input_overlap,,False,False,field overlap does not prove either equivalent predicates or statistical independence
NW-005,E,SCENE-001,E,native_app_gpu_family,SCENE-001,no_declared_input_overlap,,False,False,field overlap does not prove either equivalent predicates or statistical independence
NW-005,E,TOL-001,C,native_app_gpu_family,debug_cleartext,no_declared_input_overlap,,False,False,field overlap does not prove either equivalent predicates or statistical independence
NW-005,E,WVWEB-002,C,native_app_gpu_family,app_surface,no_declared_input_overlap,,False,False,field overlap does not prove either equivalent predicates or statistical independence
NW-005,E,WVWEB-004,E,native_app_gpu_family,app_surface,no_declared_input_overlap,,False,False,field overlap does not prove either equivalent predicates or statistical independence
NW-006,E,NW-007,E,app_surface,mobile_touch,shared_input_distinct_claim,app.web_data.navigator_layer.user_agent,False,False,field overlap does not prove either equivalent predicates or statistical independence
NW-006,E,OFFDER-BRIDGE-001,O_u,app_surface,featureapp_bridge,no_declared_input_overlap,,False,False,field overlap does not prove either equivalent predicates or statistical independence
NW-006,E,OFFDER-DEVCONFIG-001,O_u,app_surface,debug_cleartext,no_declared_input_overlap,,False,False,field overlap does not prove either equivalent predicates or statistical independence
NW-006,E,OFFDER-GPU-001,O_u,app_surface,native_app_gpu_family,no_declared_input_overlap,,False,False,field overlap does not prove either equivalent predicates or statistical independence
NW-006,E,OFFDER-NET-001,O_u,app_surface,network_context,no_declared_input_overlap,,False,False,field overlap does not prove either equivalent predicates or statistical independence
NW-006,E,OFFDER-OS-001,O_u,app_surface,app_os,shared_input_distinct_claim,app.web_data.navigator_layer.user_agent,False,False,field overlap does not prove either equivalent predicates or statistical independence
NW-006,E,OFFDER-OS-002,O_u,app_surface,host_os,no_declared_input_overlap,,False,False,field overlap does not prove either equivalent predicates or statistical independence
NW-006,E,OFFDER-PACKAGE-001,C,app_surface,deployment_identity,no_declared_input_overlap,,False,False,field overlap does not prove either equivalent predicates or statistical independence
NW-006,E,OFFDER-TOUCH-001,O_u,app_surface,mobile_touch,shared_input_distinct_claim,app.web_data.navigator_layer.user_agent,False,False,field overlap does not prove either equivalent predicates or statistical independence
NW-006,E,OFFDER-UA-001,O_u,app_surface,app_surface,related_not_equivalent,app.web_data.navigator_layer.platform|app.web_data.navigator_layer.user_agent,True,False,shared family does not assert predicate equivalence
NW-006,E,OFFDER-UA-002,O_u,app_surface,host_ua,shared_input_distinct_claim,app.web_data.navigator_layer.user_agent,False,False,field overlap does not prove either equivalent predicates or statistical independence
NW-006,E,P3-COLOR-APP,H,app_surface,P3-COLOR-APP,no_declared_input_overlap,,False,False,field overlap does not prove either equivalent predicates or statistical independence
NW-006,E,P3-COLOR-BROWSER,H,app_surface,P3-COLOR-BROWSER,no_declared_input_overlap,,False,False,field overlap does not prove either equivalent predicates or statistical independence
NW-006,E,P3-GPU-COPY,C,app_surface,native_app_gpu_family,no_declared_input_overlap,,False,False,field overlap does not prove either equivalent predicates or statistical independence
NW-006,E,P3-MEM-AVAILABLE,H,app_surface,P3-MEM-AVAILABLE,no_declared_input_overlap,,False,False,field overlap does not prove either equivalent predicates or statistical independence
NW-006,E,P3-PROVIDER-PARSE,C,app_surface,P3-PROVIDER-PARSE,no_declared_input_overlap,,False,False,field overlap does not prove either equivalent predicates or statistical independence
NW-006,E,P3-SCREEN-APP,E,app_surface,screen_geometry,no_declared_input_overlap,,False,False,field overlap does not prove either equivalent predicates or statistical independence
NW-006,E,P3-SCREEN-BROWSER,E,app_surface,screen_geometry,no_declared_input_overlap,,False,False,field overlap does not prove either equivalent predicates or statistical independence
NW-006,E,P3-SENSOR-ACCELEROMETER,H,app_surface,sensor_structure,no_declared_input_overlap,,False,False,field overlap does not prove either equivalent predicates or statistical independence
NW-006,E,P3-SENSOR-GRAVITY_SENSOR,H,app_surface,sensor_structure,no_declared_input_overlap,,False,False,field overlap does not prove either equivalent predicates or statistical independence
NW-006,E,P3-SENSOR-GYROSCOPE,H,app_surface,sensor_structure,no_declared_input_overlap,,False,False,field overlap does not prove either equivalent predicates or statistical independence
NW-006,E,P3-SENSOR-LIGHT_SENSOR,H,app_surface,sensor_structure,no_declared_input_overlap,,False,False,field overlap does not prove either equivalent predicates or statistical independence
NW-006,E,P3-SENSOR-MAGNETIC_FIELD,H,app_surface,sensor_structure,no_declared_input_overlap,,False,False,field overlap does not prove either equivalent predicates or statistical independence
NW-006,E,P3-SENSOR-NAME_COUNT,C,app_surface,sensor_structure,no_declared_input_overlap,,False,False,field overlap does not prove either equivalent predicates or statistical independence
NW-006,E,P3-SENSOR-PRESSURE_SENSOR,H,app_surface,sensor_structure,no_declared_input_overlap,,False,False,field overlap does not prove either equivalent predicates or statistical independence
NW-006,E,P3-SENSOR-PROXIMITY_SENSOR,H,app_surface,sensor_structure,no_declared_input_overlap,,False,False,field overlap does not prove either equivalent predicates or statistical independence
NW-006,E,P3-SENSOR-ROTATION_VECTOR,H,app_surface,sensor_structure,no_declared_input_overlap,,False,False,field overlap does not prove either equivalent predicates or statistical independence
NW-006,E,P3-SENSOR-STEP_COUNTER,H,app_surface,sensor_structure,no_declared_input_overlap,,False,False,field overlap does not prove either equivalent predicates or statistical independence
NW-006,E,P3-SENSOR-STEP_DETECTOR,H,app_surface,sensor_structure,no_declared_input_overlap,,False,False,field overlap does not prove either equivalent predicates or statistical independence
NW-006,E,P3-SENSOR-TYPE-COUNT,C,app_surface,sensor_structure,no_declared_input_overlap,,False,False,field overlap does not prove either equivalent predicates or statistical independence
NW-006,E,P3-SENSOR-TYPE-ORDER,C,app_surface,sensor_structure,no_declared_input_overlap,,False,False,field overlap does not prove either equivalent predicates or statistical independence
NW-006,E,P3-SENSOR-VENDOR_COUNT,C,app_surface,sensor_structure,no_declared_input_overlap,,False,False,field overlap does not prove either equivalent predicates or statistical independence
NW-006,E,P3-UA-DEFAULT,E,app_surface,host_ua,shared_input_distinct_claim,app.web_data.navigator_layer.user_agent,False,False,field overlap does not prove either equivalent predicates or statistical independence
NW-006,E,P3-UA-REDUCED-BROWSER,H,app_surface,P3-UA-REDUCED-BROWSER,no_declared_input_overlap,,False,False,field overlap does not prove either equivalent predicates or statistical independence
NW-006,E,P3-UA-SETTINGS,E,app_surface,host_ua,shared_input_distinct_claim,app.web_data.navigator_layer.user_agent,False,False,field overlap does not prove either equivalent predicates or statistical independence
NW-006,E,P3-X-CORES,E,app_surface,P3-X-CORES,no_declared_input_overlap,,False,False,field overlap does not prove either equivalent predicates or statistical independence
NW-006,E,P3-X-DPR,E,app_surface,screen_geometry,no_declared_input_overlap,,False,False,field overlap does not prove either equivalent predicates or statistical independence
NW-006,E,P3-X-LANGUAGE,E,app_surface,P3-X-LANGUAGE,no_declared_input_overlap,,False,False,field overlap does not prove either equivalent predicates or statistical independence
NW-006,E,P3-X-SCREEN-SIZE,E,app_surface,screen_geometry,no_declared_input_overlap,,False,False,field overlap does not prove either equivalent predicates or statistical independence
NW-006,E,P3-X-TIMEZONE-OFFSET,E,app_surface,P3-X-TIMEZONE-OFFSET,no_declared_input_overlap,,False,False,field overlap does not prove either equivalent predicates or statistical independence
NW-006,E,P3-X-TOUCH,E,app_surface,P3-X-TOUCH,no_declared_input_overlap,,False,False,field overlap does not prove either equivalent predicates or statistical independence
NW-006,E,PHYS-005,E,app_surface,PHYS-005,no_declared_input_overlap,,False,False,field overlap does not prove either equivalent predicates or statistical independence
NW-006,E,PHYS-006,E,app_surface,PHYS-006,no_declared_input_overlap,,False,False,field overlap does not prove either equivalent predicates or statistical independence
NW-006,E,SCENE-001,E,app_surface,SCENE-001,no_declared_input_overlap,,False,False,field overlap does not prove either equivalent predicates or statistical independence
NW-006,E,TOL-001,C,app_surface,debug_cleartext,no_declared_input_overlap,,False,False,field overlap does not prove either equivalent predicates or statistical independence
NW-006,E,WVWEB-002,C,app_surface,app_surface,related_not_equivalent,app.web_data.navigator_layer.user_agent,True,False,shared family does not assert predicate equivalence
NW-006,E,WVWEB-004,E,app_surface,app_surface,related_not_equivalent,app.web_data.navigator_layer.user_agent,True,False,shared family does not assert predicate equivalence
NW-007,E,OFFDER-BRIDGE-001,O_u,mobile_touch,featureapp_bridge,no_declared_input_overlap,,False,False,field overlap does not prove either equivalent predicates or statistical independence
NW-007,E,OFFDER-DEVCONFIG-001,O_u,mobile_touch,debug_cleartext,no_declared_input_overlap,,False,False,field overlap does not prove either equivalent predicates or statistical independence
NW-007,E,OFFDER-GPU-001,O_u,mobile_touch,native_app_gpu_family,no_declared_input_overlap,,False,False,field overlap does not prove either equivalent predicates or statistical independence
NW-007,E,OFFDER-NET-001,O_u,mobile_touch,network_context,no_declared_input_overlap,,False,False,field overlap does not prove either equivalent predicates or statistical independence
NW-007,E,OFFDER-OS-001,O_u,mobile_touch,app_os,shared_input_distinct_claim,app.web_data.navigator_layer.user_agent,False,False,field overlap does not prove either equivalent predicates or statistical independence
NW-007,E,OFFDER-OS-002,O_u,mobile_touch,host_os,no_declared_input_overlap,,False,False,field overlap does not prove either equivalent predicates or statistical independence
NW-007,E,OFFDER-PACKAGE-001,C,mobile_touch,deployment_identity,no_declared_input_overlap,,False,False,field overlap does not prove either equivalent predicates or statistical independence
NW-007,E,OFFDER-TOUCH-001,O_u,mobile_touch,mobile_touch,related_not_equivalent,app.web_data.navigator_layer.max_touch_points|app.web_data.navigator_layer.user_agent,True,False,shared family does not assert predicate equivalence
NW-007,E,OFFDER-UA-001,O_u,mobile_touch,app_surface,shared_input_distinct_claim,app.web_data.navigator_layer.user_agent,False,False,field overlap does not prove either equivalent predicates or statistical independence
NW-007,E,OFFDER-UA-002,O_u,mobile_touch,host_ua,shared_input_distinct_claim,app.web_data.navigator_layer.user_agent,False,False,field overlap does not prove either equivalent predicates or statistical independence
NW-007,E,P3-COLOR-APP,H,mobile_touch,P3-COLOR-APP,no_declared_input_overlap,,False,False,field overlap does not prove either equivalent predicates or statistical independence
NW-007,E,P3-COLOR-BROWSER,H,mobile_touch,P3-COLOR-BROWSER,no_declared_input_overlap,,False,False,field overlap does not prove either equivalent predicates or statistical independence
NW-007,E,P3-GPU-COPY,C,mobile_touch,native_app_gpu_family,no_declared_input_overlap,,False,False,field overlap does not prove either equivalent predicates or statistical independence
NW-007,E,P3-MEM-AVAILABLE,H,mobile_touch,P3-MEM-AVAILABLE,no_declared_input_overlap,,False,False,field overlap does not prove either equivalent predicates or statistical independence
NW-007,E,P3-PROVIDER-PARSE,C,mobile_touch,P3-PROVIDER-PARSE,no_declared_input_overlap,,False,False,field overlap does not prove either equivalent predicates or statistical independence
NW-007,E,P3-SCREEN-APP,E,mobile_touch,screen_geometry,no_declared_input_overlap,,False,False,field overlap does not prove either equivalent predicates or statistical independence
NW-007,E,P3-SCREEN-BROWSER,E,mobile_touch,screen_geometry,no_declared_input_overlap,,False,False,field overlap does not prove either equivalent predicates or statistical independence
NW-007,E,P3-SENSOR-ACCELEROMETER,H,mobile_touch,sensor_structure,no_declared_input_overlap,,False,False,field overlap does not prove either equivalent predicates or statistical independence
NW-007,E,P3-SENSOR-GRAVITY_SENSOR,H,mobile_touch,sensor_structure,no_declared_input_overlap,,False,False,field overlap does not prove either equivalent predicates or statistical independence
NW-007,E,P3-SENSOR-GYROSCOPE,H,mobile_touch,sensor_structure,no_declared_input_overlap,,False,False,field overlap does not prove either equivalent predicates or statistical independence
NW-007,E,P3-SENSOR-LIGHT_SENSOR,H,mobile_touch,sensor_structure,no_declared_input_overlap,,False,False,field overlap does not prove either equivalent predicates or statistical independence
NW-007,E,P3-SENSOR-MAGNETIC_FIELD,H,mobile_touch,sensor_structure,no_declared_input_overlap,,False,False,field overlap does not prove either equivalent predicates or statistical independence
NW-007,E,P3-SENSOR-NAME_COUNT,C,mobile_touch,sensor_structure,no_declared_input_overlap,,False,False,field overlap does not prove either equivalent predicates or statistical independence
NW-007,E,P3-SENSOR-PRESSURE_SENSOR,H,mobile_touch,sensor_structure,no_declared_input_overlap,,False,False,field overlap does not prove either equivalent predicates or statistical independence
NW-007,E,P3-SENSOR-PROXIMITY_SENSOR,H,mobile_touch,sensor_structure,no_declared_input_overlap,,False,False,field overlap does not prove either equivalent predicates or statistical independence
NW-007,E,P3-SENSOR-ROTATION_VECTOR,H,mobile_touch,sensor_structure,no_declared_input_overlap,,False,False,field overlap does not prove either equivalent predicates or statistical independence
NW-007,E,P3-SENSOR-STEP_COUNTER,H,mobile_touch,sensor_structure,no_declared_input_overlap,,False,False,field overlap does not prove either equivalent predicates or statistical independence
NW-007,E,P3-SENSOR-STEP_DETECTOR,H,mobile_touch,sensor_structure,no_declared_input_overlap,,False,False,field overlap does not prove either equivalent predicates or statistical independence
NW-007,E,P3-SENSOR-TYPE-COUNT,C,mobile_touch,sensor_structure,no_declared_input_overlap,,False,False,field overlap does not prove either equivalent predicates or statistical independence
NW-007,E,P3-SENSOR-TYPE-ORDER,C,mobile_touch,sensor_structure,no_declared_input_overlap,,False,False,field overlap does not prove either equivalent predicates or statistical independence
NW-007,E,P3-SENSOR-VENDOR_COUNT,C,mobile_touch,sensor_structure,no_declared_input_overlap,,False,False,field overlap does not prove either equivalent predicates or statistical independence
NW-007,E,P3-UA-DEFAULT,E,mobile_touch,host_ua,shared_input_distinct_claim,app.web_data.navigator_layer.user_agent,False,False,field overlap does not prove either equivalent predicates or statistical independence
NW-007,E,P3-UA-REDUCED-BROWSER,H,mobile_touch,P3-UA-REDUCED-BROWSER,no_declared_input_overlap,,False,False,field overlap does not prove either equivalent predicates or statistical independence
NW-007,E,P3-UA-SETTINGS,E,mobile_touch,host_ua,shared_input_distinct_claim,app.web_data.navigator_layer.user_agent,False,False,field overlap does not prove either equivalent predicates or statistical independence
NW-007,E,P3-X-CORES,E,mobile_touch,P3-X-CORES,no_declared_input_overlap,,False,False,field overlap does not prove either equivalent predicates or statistical independence
NW-007,E,P3-X-DPR,E,mobile_touch,screen_geometry,no_declared_input_overlap,,False,False,field overlap does not prove either equivalent predicates or statistical independence
NW-007,E,P3-X-LANGUAGE,E,mobile_touch,P3-X-LANGUAGE,no_declared_input_overlap,,False,False,field overlap does not prove either equivalent predicates or statistical independence
NW-007,E,P3-X-SCREEN-SIZE,E,mobile_touch,screen_geometry,no_declared_input_overlap,,False,False,field overlap does not prove either equivalent predicates or statistical independence
NW-007,E,P3-X-TIMEZONE-OFFSET,E,mobile_touch,P3-X-TIMEZONE-OFFSET,no_declared_input_overlap,,False,False,field overlap does not prove either equivalent predicates or statistical independence
NW-007,E,P3-X-TOUCH,E,mobile_touch,P3-X-TOUCH,shared_input_distinct_claim,app.web_data.navigator_layer.max_touch_points,False,False,field overlap does not prove either equivalent predicates or statistical independence
NW-007,E,PHYS-005,E,mobile_touch,PHYS-005,no_declared_input_overlap,,False,False,field overlap does not prove either equivalent predicates or statistical independence
NW-007,E,PHYS-006,E,mobile_touch,PHYS-006,no_declared_input_overlap,,False,False,field overlap does not prove either equivalent predicates or statistical independence
NW-007,E,SCENE-001,E,mobile_touch,SCENE-001,no_declared_input_overlap,,False,False,field overlap does not prove either equivalent predicates or statistical independence
NW-007,E,TOL-001,C,mobile_touch,debug_cleartext,no_declared_input_overlap,,False,False,field overlap does not prove either equivalent predicates or statistical independence
